Date,Open,High,Low,Close,Adj Close,Volume
2012-06-25,775.150024,775.150024,759.830017,761.900024,761.900024,3501820000
2012-06-26,763.270020,767.820007,758.099976,765.020020,765.020020,3412940000
2012-06-27,766.229980,776.700012,766.229980,776.239990,776.239990,3286910000
2012-06-28,770.940002,775.900024,764.380005,775.890015,775.890015,3969370000
2012-06-29,775.890015,799.000000,775.890015,798.489990,798.489990,4590480000
2012-07-02,799.820007,807.940002,796.140015,807.940002,807.940002,3301650000
2012-07-03,808.030029,818.489990,807.700012,818.489990,818.489990,2116390000
2012-07-05,816.429993,820.440002,813.270020,817.429993,817.429993,3041520000
2012-07-06,809.820007,809.820007,804.690002,807.140015,807.140015,2745140000
2012-07-09,805.669983,806.840027,801.549988,804.799988,804.799988,2904860000
2012-07-10,808.619995,810.789978,792.710022,795.169983,795.169983,3470600000
2012-07-11,795.559998,797.679993,788.359985,792.260010,792.260010,3426290000
2012-07-12,792.229980,792.479980,778.539978,789.619995,789.619995,3654440000
2012-07-13,791.989990,802.340027,791.989990,800.989990,800.989990,3212930000
2012-07-16,799.030029,800.080017,794.049988,796.659973,796.659973,2862720000
2012-07-17,797.250000,802.400024,790.270020,799.450012,799.450012,3566680000
2012-07-18,798.309998,808.530029,797.960022,805.059998,805.059998,3642630000
2012-07-19,807.650024,808.530029,801.320007,802.169983,802.169983,4043360000
2012-07-20,796.640015,796.640015,791.309998,791.539978,791.539978,3925020000
2012-07-23,781.900024,782.229980,774.729980,778.900024,778.900024,3717180000
2012-07-24,780.760010,781.099976,765.049988,767.750000,767.750000,3891290000
2012-07-25,771.750000,774.590027,767.580017,769.309998,769.309998,3719170000
2012-07-26,776.679993,781.270020,772.440002,777.109985,777.109985,4429300000
2012-07-27,779.030029,797.770020,777.419983,796.000000,796.000000,4399010000
2012-07-30,796.369995,798.690002,790.239990,791.580017,791.580017,3212060000
2012-07-31,790.250000,794.969971,786.429993,786.940002,786.940002,3821570000
2012-08-01,790.030029,790.570007,771.130005,771.130005,771.130005,4440920000
2012-08-02,767.690002,773.450012,765.200012,768.599976,768.599976,4193740000
2012-08-03,775.659973,791.090027,775.659973,788.479980,788.479980,3751170000
2012-08-06,789.270020,797.340027,789.270020,794.349976,794.349976,3122050000
2012-08-07,797.039978,806.409973,797.039978,801.340027,801.340027,3682490000
2012-08-08,801.299988,802.869995,797.880005,800.159973,800.159973,3221790000
2012-08-09,800.090027,804.840027,799.469971,802.900024,802.900024,3119610000
2012-08-10,800.729980,801.820007,798.090027,801.549988,801.549988,2767980000
2012-08-13,801.479980,801.479980,791.710022,799.489990,799.489990,2499990000
2012-08-14,802.590027,804.159973,794.809998,796.880005,796.880005,2930900000
2012-08-15,795.280029,804.260010,795.219971,804.260010,804.260010,2655750000
2012-08-16,803.859985,813.570007,800.789978,813.080017,813.080017,3114100000
2012-08-17,811.750000,819.890015,811.469971,819.890015,819.890015,2922990000
2012-08-20,817.979980,817.979980,812.289978,816.510010,816.510010,2766320000
2012-08-21,818.669983,827.130005,813.690002,815.359985,815.359985,3282950000
2012-08-22,814.710022,814.919983,809.599976,812.559998,812.559998,3062690000
2012-08-23,811.719971,811.840027,804.229980,806.000000,806.000000,3008240000
2012-08-24,804.760010,810.830017,803.239990,809.190002,809.190002,2598790000
2012-08-27,811.909973,813.909973,808.020020,810.400024,810.400024,2472500000
2012-08-28,809.729980,814.909973,809.489990,814.280029,814.280029,2629090000
2012-08-29,814.849976,819.590027,812.979980,817.840027,817.840027,2571220000
2012-08-30,817.770020,817.770020,808.219971,808.640015,808.640015,2530280000
2012-08-31,814.099976,814.789978,805.750000,812.090027,812.090027,2938250000
2012-09-04,813.169983,823.770020,807.359985,822.140015,822.140015,3200310000
2012-09-05,821.840027,824.880005,819.659973,821.229980,821.229980,3389110000
2012-09-06,825.159973,839.229980,825.159973,837.950012,837.950012,3952870000
2012-09-07,840.429993,843.780029,839.719971,842.270020,842.270020,3717620000
2012-09-10,841.390015,844.299988,838.979980,839.369995,839.369995,3223670000
2012-09-11,839.489990,845.150024,839.320007,841.919983,841.919983,3509630000
2012-09-12,842.919983,845.169983,840.030029,845.119995,845.119995,3641200000
2012-09-13,844.900024,860.640015,842.510010,856.119995,856.119995,4606550000
2012-09-14,858.890015,868.500000,858.869995,864.700012,864.700012,5041990000
2012-09-17,861.609985,861.609985,855.890015,858.900024,858.900024,3482430000
2012-09-18,857.270020,858.090027,854.130005,856.929993,856.929993,3377390000
2012-09-19,857.849976,859.250000,855.070007,856.080017,856.080017,3451360000
2012-09-20,851.349976,852.960022,847.090027,851.510010,851.510010,3382520000
2012-09-21,857.239990,860.159973,855.140015,855.510010,855.510010,4833870000
2012-09-24,851.590027,856.650024,849.320007,851.760010,851.760010,3008920000
2012-09-25,854.489990,856.979980,838.960022,839.119995,839.119995,3739900000
2012-09-26,839.570007,839.659973,831.820007,833.929993,833.929993,3565380000
2012-09-27,835.700012,844.890015,833.950012,843.539978,843.539978,3150330000
2012-09-28,839.489990,841.869995,835.950012,837.450012,837.450012,3509230000
2012-10-01,840.830017,847.000000,836.739990,840.309998,840.309998,3505080000
2012-10-02,842.940002,843.409973,837.489990,840.510010,840.510010,3321790000
2012-10-03,841.609985,843.919983,835.789978,838.780029,838.780029,3531640000
2012-10-04,840.739990,844.650024,835.590027,844.650024,844.650024,3615860000
2012-10-05,846.979980,853.570007,841.580017,842.859985,842.859985,3172940000
2012-10-08,839.549988,840.359985,837.619995,838.409973,838.409973,2328720000
2012-10-09,836.789978,836.789978,827.719971,827.919983,827.919983,3216320000
2012-10-10,828.440002,829.630005,824.380005,826.750000,826.750000,3225060000
2012-10-11,831.849976,835.719971,828.780029,829.780029,829.780029,3672540000
2012-10-12,829.500000,830.950012,821.989990,823.090027,823.090027,3134750000
2012-10-15,824.750000,828.429993,820.419983,828.280029,828.280029,3483810000
2012-10-16,831.640015,835.460022,831.469971,835.440002,835.440002,3568770000
2012-10-17,836.590027,842.869995,836.150024,842.520020,842.520020,3655320000
2012-10-18,841.030029,842.369995,837.119995,837.119995,837.119995,3880030000
2012-10-19,832.440002,832.440002,817.780029,821.000000,821.000000,3875170000
2012-10-22,820.330017,821.880005,816.700012,820.520020,820.520020,3216220000
2012-10-23,814.770020,816.979980,807.239990,816.200012,816.200012,3587670000
2012-10-24,819.080017,820.229980,811.919983,813.650024,813.650024,3385970000
2012-10-25,818.690002,821.460022,811.590027,816.820007,816.820007,3512640000
2012-10-26,816.619995,819.419983,807.909973,813.250000,813.250000,3284910000
2012-10-31,813.609985,818.729980,811.859985,818.729980,818.729980,3577110000
2012-11-01,818.780029,828.479980,818.429993,827.849976,827.849976,3929890000
2012-11-02,829.880005,830.549988,814.340027,814.369995,814.369995,3732480000
2012-11-05,814.299988,820.460022,812.130005,819.539978,819.539978,2921040000
2012-11-06,821.599976,826.890015,821.520020,825.640015,825.640015,3306970000
2012-11-07,818.909973,818.909973,802.229980,804.520020,804.520020,4356490000
2012-11-08,804.330017,806.679993,793.650024,793.650024,793.650024,3779520000
2012-11-09,793.619995,800.719971,789.250000,795.020020,795.020020,3647350000
2012-11-12,796.979980,797.729980,792.900024,793.760010,793.760010,2567540000
2012-11-13,792.210022,795.969971,788.770020,789.010010,789.010010,3455550000
2012-11-14,791.349976,792.099976,772.429993,773.200012,773.200012,4109510000
2012-11-15,772.469971,775.080017,765.030029,769.479980,769.479980,3928870000
2012-11-16,768.119995,777.080017,763.549988,776.280029,776.280029,4045910000
2012-11-19,782.369995,793.070007,782.369995,793.059998,793.059998,3374800000
2012-11-20,791.099976,794.150024,788.960022,793.809998,793.809998,3207160000
2012-11-21,795.090027,798.380005,793.419983,798.380005,798.380005,2667090000
2012-11-23,801.349976,807.190002,800.929993,807.179993,807.179993,1504960000
2012-11-26,805.309998,809.039978,802.500000,809.020020,809.020020,2948960000
2012-11-27,808.090027,812.590027,807.280029,807.739990,807.739990,3323120000
2012-11-28,804.869995,813.559998,798.510010,813.500000,813.500000,3359250000
2012-11-29,818.359985,823.330017,817.950012,823.200012,823.200012,3356850000
2012-11-30,824.580017,824.580017,818.900024,821.919983,821.919983,3966000000
2012-12-03,825.869995,826.580017,818.929993,820.799988,820.799988,3074280000
2012-12-04,820.359985,823.030029,816.080017,822.119995,822.119995,3247710000
2012-12-05,823.609985,824.520020,816.210022,820.599976,820.599976,4253920000
2012-12-06,819.559998,822.900024,817.739990,821.789978,821.789978,3229700000
2012-12-07,824.849976,825.320007,819.830017,822.270020,822.270020,3125160000
2012-12-10,822.809998,826.280029,822.739990,826.260010,826.260010,2999430000
2012-12-11,830.380005,835.320007,830.059998,834.989990,834.989990,3650230000
2012-12-12,837.169983,837.289978,828.580017,829.390015,829.390015,3709050000
2012-12-13,829.099976,831.280029,822.169983,824.200012,824.200012,3349960000
2012-12-14,822.419983,827.239990,821.820007,823.750000,823.750000,3210170000
2012-12-17,825.140015,835.130005,825.140015,835.000000,835.000000,3455610000
2012-12-18,835.780029,847.690002,835.500000,847.690002,847.690002,4302240000
2012-12-19,848.010010,851.830017,845.059998,847.890015,847.890015,3869800000
2012-12-20,847.900024,852.500000,845.729980,852.489990,852.489990,3686580000
2012-12-21,848.539978,848.539978,842.309998,847.919983,847.919983,5229160000
2012-12-24,846.349976,846.349976,843.429993,844.739990,844.739990,1248960000
2012-12-26,845.369995,845.979980,838.309998,838.890015,838.890015,2285030000
2012-12-27,838.849976,839.739990,827.719971,837.400024,837.400024,2830180000
2012-12-28,833.270020,838.359985,832.080017,832.099976,832.099976,2426680000
2012-12-31,831.890015,849.890015,831.179993,849.349976,849.349976,3204330000
2013-01-02,849.349976,873.989990,849.349976,873.419983,873.419983,4202600000
2013-01-03,873.830017,878.429993,870.760010,872.599976,872.599976,3829730000
2013-01-04,873.190002,880.469971,873.190002,879.150024,879.150024,3424290000
2013-01-07,876.340027,876.710022,873.739990,875.799988,875.799988,3304970000
2013-01-08,875.909973,876.320007,871.010010,874.700012,874.700012,3601600000
2013-01-09,877.450012,879.539978,877.010010,879.510010,879.510010,3674390000
2013-01-10,883.039978,883.190002,876.580017,881.239990,881.239990,4081840000
2013-01-11,882.609985,882.619995,877.440002,880.770020,880.770020,3340650000
2013-01-14,879.710022,880.979980,877.559998,880.099976,880.099976,3003010000
2013-01-15,876.219971,884.840027,875.419983,884.599976,884.599976,3135350000
2013-01-16,882.840027,883.700012,881.020020,882.309998,882.309998,3384080000
2013-01-17,885.280029,891.000000,885.280029,890.359985,890.359985,3706710000
2013-01-18,889.739990,892.799988,888.260010,892.799988,892.799988,3795740000
2013-01-22,892.729980,899.239990,891.080017,899.239990,899.239990,3570950000
2013-01-23,899.440002,899.530029,896.219971,896.700012,896.700012,3552010000
2013-01-24,896.559998,904.270020,896.340027,900.190002,900.190002,3699430000
2013-01-25,902.369995,905.239990,900.099976,905.239990,905.239990,3476290000
2013-01-28,905.950012,907.909973,900.880005,906.710022,906.710022,3388540000
2013-01-29,905.729980,907.309998,902.619995,907.309998,907.309998,3949640000
2013-01-30,906.289978,906.700012,894.340027,896.909973,896.909973,3726810000
2013-01-31,897.020020,902.900024,895.750000,902.090027,902.090027,3999880000
2013-02-01,905.590027,912.760010,905.390015,911.200012,911.200012,3836320000
2013-02-04,911.179993,911.179993,898.359985,899.280029,899.280029,3390000000
2013-02-05,902.409973,909.609985,902.380005,908.219971,908.219971,3618360000
2013-02-06,904.669983,911.450012,903.760010,911.289978,911.289978,3611570000
2013-02-07,910.909973,911.489990,902.820007,908.099976,908.099976,3614580000
2013-02-08,909.169983,914.150024,909.169983,913.669983,913.669983,2986150000
2013-02-11,913.549988,913.559998,910.219971,913.030029,913.030029,2684100000
2013-02-12,913.770020,918.169983,913.729980,917.520020,917.520020,3414370000
2013-02-13,918.130005,921.289978,916.789978,920.580017,920.580017,3385880000
2013-02-14,920.549988,924.679993,918.710022,923.760010,923.760010,3759740000
2013-02-15,927.330017,927.340027,921.739990,923.150024,923.150024,3838510000
2013-02-19,924.140015,932.000000,924.140015,932.000000,932.000000,3748910000
2013-02-20,931.469971,931.650024,913.500000,913.500000,913.500000,4240570000
2013-02-21,912.700012,912.700012,900.479980,905.400024,905.400024,4274600000
2013-02-22,910.349976,916.150024,910.349976,916.150024,916.150024,3419320000
2013-02-25,916.119995,919.359985,895.840027,895.840027,895.840027,4011050000
2013-02-26,898.750000,902.130005,894.239990,900.049988,900.049988,3975280000
2013-02-27,900.010010,913.510010,899.200012,909.919983,909.919983,3551850000
2013-02-28,909.619995,915.890015,909.200012,911.109985,911.109985,3912320000
2013-03-01,905.369995,915.719971,899.309998,914.729980,914.729980,3695610000
2013-03-04,914.049988,916.690002,908.640015,916.679993,916.679993,3414430000
2013-03-05,920.080017,928.130005,920.080017,927.400024,927.400024,3610690000
2013-03-06,929.340027,930.809998,927.450012,929.960022,929.960022,3676890000
2013-03-07,930.150024,934.570007,929.369995,934.570007,934.570007,3634710000
2013-03-08,939.739990,942.559998,935.479980,942.500000,942.500000,3652260000
2013-03-11,940.429993,942.619995,939.119995,942.510010,942.510010,3091080000
2013-03-12,941.280029,942.750000,938.219971,940.260010,940.260010,3274910000
2013-03-13,940.070007,944.609985,938.570007,943.900024,943.900024,3073830000
2013-03-14,945.429993,953.070007,945.429993,953.070007,953.070007,3459260000
2013-03-15,953.500000,954.000000,949.479980,952.479980,952.479980,5175850000
2013-03-18,952.460022,952.460022,941.440002,947.200012,947.200012,3164560000
2013-03-19,948.510010,950.789978,936.729980,942.849976,942.849976,3796210000
2013-03-20,946.640015,951.950012,946.640015,951.950012,951.950012,3349090000
2013-03-21,946.919983,950.070007,941.469971,943.919983,943.919983,3243270000
2013-03-22,943.969971,947.539978,943.969971,946.270020,946.270020,2948380000
2013-03-25,948.630005,953.530029,941.179993,945.849976,945.849976,3178170000
2013-03-26,948.789978,950.770020,945.299988,949.820007,949.820007,2869260000
2013-03-27,944.770020,950.419983,940.289978,950.239990,950.239990,2914210000
2013-03-28,952.130005,953.260010,949.419983,951.539978,951.539978,3304440000
2013-04-01,951.409973,951.599976,934.840027,938.789978,938.789978,2753110000
2013-04-02,942.679993,944.950012,932.510010,934.299988,934.299988,3312160000
2013-04-03,935.390015,935.840027,916.840027,918.710022,918.710022,4060610000
2013-04-04,919.530029,925.739990,917.239990,925.659973,925.659973,3350670000
2013-04-05,915.919983,923.559998,909.900024,923.280029,923.280029,3515410000
2013-04-08,925.929993,931.539978,921.070007,931.489990,931.489990,2887120000
2013-04-09,932.630005,934.270020,928.280029,929.340027,929.340027,3252780000
2013-04-10,931.309998,946.989990,931.309998,946.090027,946.090027,3453350000
2013-04-11,945.169983,951.390015,944.809998,947.049988,947.049988,3393950000
2013-04-12,943.539978,945.179993,937.010010,942.849976,942.849976,3206290000
2013-04-15,938.669983,938.669983,904.909973,907.179993,907.179993,4660130000
2013-04-16,913.049988,924.020020,912.630005,923.299988,923.299988,3654700000
2013-04-17,917.919983,917.919983,899.789978,906.799988,906.799988,4250310000
2013-04-18,908.989990,909.820007,898.400024,901.510010,901.510010,3890800000
2013-04-19,901.820007,912.880005,899.460022,912.500000,912.500000,3569870000
2013-04-22,914.270020,916.320007,899.919983,914.799988,914.799988,2979880000
2013-04-23,919.830017,929.359985,919.830017,929.359985,929.359985,3565150000
2013-04-24,929.020020,934.229980,927.150024,934.109985,934.109985,3598240000
2013-04-25,936.659973,944.669983,936.659973,940.280029,940.280029,3908580000
2013-04-26,939.380005,939.650024,932.200012,935.250000,935.250000,3198620000
2013-04-29,938.219971,943.520020,937.710022,942.429993,942.429993,2891200000
2013-04-30,942.210022,947.460022,939.299988,947.460022,947.460022,3745070000
